Date,strategy,benchmark
2022-01-18,2.435429562775787,1.9191630623699192
2022-01-19,2.4050634801024238,1.8992354642943083
2022-01-20,2.3699927259731726,1.87821423456597
2022-01-21,2.321075038771664,1.8413441183194945
2022-01-24,2.3473218330314687,1.8491635642354582
2022-01-25,2.3135610754069798,1.8265872313710314
2022-01-26,2.2971266233632845,1.8220047501777286
2022-01-27,2.278795954593751,1.8130077563387061
2022-01-28,2.3284638816814307,1.858034751672445
2022-01-31,2.387703339852593,1.8915000706555976
2022-02-01,2.413691557416196,1.9042802330124995
2022-02-02,2.4273228097512525,1.922778670360979
2022-02-03,2.380066383639265,1.877583706479657
2022-02-04,2.389312014463215,1.886412459757254
2022-02-07,2.3952423300531667,1.8803587916981939
2022-02-08,2.417023321563545,1.8958302590102225
2022-02-09,2.4701172391637396,1.9235778470294815
2022-02-10,2.428229114228806,1.8890193044143648
2022-02-11,2.390197655259589,1.8517705448994908
2022-02-14,2.3692814149161796,1.8457161968058249
2022-02-15,2.4158462716147606,1.8754815835068235
2022-02-16,2.4203670112457463,1.8775837064796574
2022-02-17,2.3673692686123835,1.8374760814828366
2022-02-18,2.346915169163788,1.8255784680370837
2022-02-22,2.315184276307758,1.805986943063561
2022-02-23,2.26951141139156,1.7739510568213819
2022-02-24,2.3188271150798743,1.8006471753334605
2022-02-25,2.3827807836798973,1.8403769731034094
2022-02-28,2.3818248649030553,1.8356682774873068
2022-03-01,2.3462913836434445,1.807710558774917
2022-03-02,2.401150675491003,1.8409656110580175
2022-03-03,2.3813677234822426,1.8318002406506482
2022-03-04,2.35790670479195,1.8169176833070702
2022-03-07,2.2774794938576743,1.7633566616938021
2022-03-08,2.2696641223169967,1.7499874533615285
2022-03-09,2.3333663626071,1.796906032954207
2022-03-10,2.331724263017576,1.7887917240332547
2022-03-11,2.3007834468722375,1.7660472866143233
2022-03-14,2.2718345936765343,1.7531402298000163
2022-03-15,2.3166587008520287,1.7916926156538275
2022-03-16,2.3794656008770367,1.831422005403013
2022-03-17,2.4216161662721554,1.8543350914041334
2022-03-18,2.4566734149331766,1.8746450049350134
2022-03-21,2.451051199501128,1.8740967610359778
2022-03-22,2.4775183733607213,1.896026108976636
2022-03-23,2.443997785181807,1.871608650421005
2022-03-24,2.4794522211057273,1.8998219261381795
2022-03-25,2.485956360147545,1.9090996382623941
2022-03-28,2.495901606133701,1.9226791132947196
2022-03-29,2.538287888953821,1.9464645476879048
2022-03-30,2.516073219990978,1.9344453440546703
2022-03-31,2.482395842974298,1.9046717969384046
2022-04-01,2.491921821367673,1.9100697756307443
2022-04-04,2.506039549141938,1.9264327683107156
2022-04-05,2.4648562149460944,1.9020990900184949
2022-04-06,2.4398593821906287,1.8830793381413613
2022-04-07,2.451520204593612,1.8925682690140755
2022-04-08,2.4547536326373214,1.887507587486114
2022-04-11,2.4234972362825804,1.8552457937479543
2022-04-12,2.4183460641228893,1.848371731940697
2022-04-13,2.4572244625219484,1.8695422972684252
2022-04-14,2.431573662502948,1.846262944628728
2022-04-18,2.425518361521801,1.847022135262421
2022-04-19,2.473208906085967,1.8768381165380763
2022-04-20,2.4764348873728137,1.8754462217073322
2022-04-21,2.419184331563877,1.8474015945723465
2022-04-22,2.3457847418585493,1.7967107270154783
2022-04-25,2.3564593688422755,1.8071272250902326
2022-04-26,2.2890359482258402,1.7547914898293366
